-25,-25,0.276526
-23.993422,-24.974169,0.283202
-23.994608,-23.929527,0.286588
-24.987974,-23.982574,0.279674
-23.012297,-24.930843,0.293989
-23.001755,-23.905441,0.267224
-22.036549,-24.861965,0.24846
-21.998005,-23.851824,0.25227
-21.009796,-24.786863,0.173614
-20.992966,-23.820206,0.23909
-19.964365,-24.764406,0.084855
-19.981689,-23.803776,0.16213
-18.816633,-24.769814,0.032164
-18.848385,-23.798565,0.075091
-17.720293,-24.77626,0.111809
-17.746317,-23.821947,0.126513
-16.680054,-24.784575,0.117943
-16.685854,-23.826206,0.151739
-15.601033,-24.774221,0.205068
-15.630554,-23.834301,0.234413
-14.648125,-24.78941,0.292411
-14.673777,-23.852028,0.27577
-13.680856,-24.817186,0.262637
-13.699198,-23.847456,0.244732
-12.663967,-24.840403,0.239424
-12.674305,-23.848993,0.198624
-11.657518,-24.836336,0.252897
-11.626439,-23.830481,0.23086
-10.695236,-24.779856,0.25627
-10.652517,-23.80341,0.293189
-9.738276,-24.744059,0.236973
-9.738466,-23.790081,0.299406
-8.793232,-24.773647,0.181196
-8.810329,-23.791374,0.192908
-7.818093,-24.791691,0.0961
-7.812584,-23.803818,0.109528
-6.834184,-24.79681,0.003853
-6.830087,-23.818241,0.022111
-5.822479,-24.802792,-0.083685
-5.799554,-23.812431,-0.066959
-4.826303,-24.801142,-0.190058
-4.804708,-23.80545,-0.142905
-3.758331,-24.835535,-0.32517
-3.762403,-23.803873,-0.273054
-2.679129,-24.861858,-0.370009
-2.677461,-23.843838,-0.342703
-1.628422,-24.906101,-0.447011
-1.617361,-23.857634,-0.382413
-0.537374,-24.965397,-0.492203
-0.549622,-23.884861,-0.429902
0.537374,-25.034603,-0.492203
0.523452,-23.915306,-0.446753
1.628422,-25.093899,-0.447011
1.584223,-23.99227,-0.461945
2.679127,-25.138142,-0.37001
2.676491,-24.071156,-0.440871
3.758331,-25.164465,-0.32517
3.750437,-24.130722,-0.362104
4.826303,-25.198858,-0.190058
4.824915,-24.179752,-0.265526
5.822477,-25.197208,-0.083685
5.85151,-24.194164,-0.134821
6.834184,-25.20319,0.003853
6.843029,-24.196354,-0.021808
7.818093,-25.208309,0.0961
7.810127,-24.232878,0.077905
8.793232,-25.226353,0.181196
8.769953,-24.280251,0.137108
9.738276,-25.255941,0.236973
9.750627,-24.283903,0.16282
10.695237,-25.220144,0.25627
10.745582,-24.254276,0.224516
11.65752,-25.163664,0.252897
11.675444,-24.236113,0.278845
12.663965,-25.159597,0.239424
12.641637,-24.245132,0.249088
13.680854,-25.182814,0.262637
13.646132,-24.267689,0.243852
14.648124,-25.21059,0.292411
14.622121,-24.287424,0.21677
15.601033,-25.225779,0.205068
15.626658,-24.252195,0.154663
16.680054,-25.215425,0.117943
16.66217,-24.22958,0.115899
17.720293,-25.22374,0.111809
17.691273,-24.248159,0.043579
18.816633,-25.230186,0.032164
18.81151,-24.23863,-0.028489
19.964363,-25.235594,0.084855
19.947001,-24.231972,0.019424
21.009794,-25.213137,0.173614
21.020617,-24.212872,0.091409
22.036547,-25.138035,0.24846
22.072098,-24.18367,0.193638
23.012297,-25.069157,0.293989
23.049919,-24.117523,0.303016
23.993422,-25.025831,0.283202
23.999985,-24.048946,0.304913
25,-25,0.276526
25.012026,-23.982574,0.279674
-23.992552,-22.939537,0.333748
-24.960117,-22.981428,0.320192
-22.995943,-22.894463,0.310454
-21.997643,-22.882666,0.321055
-21.022913,-22.872223,0.273248
-19.985048,-22.867033,0.158245
-18.86095,-22.836866,0.118869
-17.790825,-22.843891,0.128075
-16.701912,-22.863705,0.141335
-15.660569,-22.882652,0.229556
-14.68338,-22.883619,0.255207
-13.702679,-22.878372,0.241696
-12.679319,-22.874643,0.201358
-11.628267,-22.890928,0.221947
-10.635333,-22.884129,0.278923
-9.714174,-22.833828,0.291937
-8.796835,-22.790653,0.223245
-7.836608,-22.811356,0.116816
-6.810146,-22.820801,0.002845
-5.778495,-22.803169,-0.046642
-4.775489,-22.791767,-0.115695
-3.753935,-22.782928,-0.214333
-2.681311,-22.79324,-0.317534
-1.608114,-22.821508,-0.35736
-0.542344,-22.842514,-0.397377
0.513437,-22.888119,-0.402144
1.562989,-22.927158,-0.447245
2.644011,-22.982738,-0.449511
3.714717,-23.068592,-0.449338
4.827969,-23.136452,-0.360832
5.866842,-23.178028,-0.199409
6.843937,-23.209768,-0.058896
7.776367,-23.247025,-0.00594
8.762817,-23.28079,0.001022
9.777873,-23.29907,0.056483
10.776361,-23.292158,0.169217
11.67562,-23.270109,0.218695
12.620899,-23.279192,0.157716
13.623842,-23.306938,0.122376
14.637411,-23.294893,0.099581
15.646427,-23.273735,0.089292
16.656967,-23.260904,0.054085
17.698389,-23.22439,-0.009541
18.801817,-23.204391,-0.065383
19.940046,-23.203272,-0.048794
21.036245,-23.170164,0.042572
22.07139,-23.129913,0.135017
23.073502,-23.114819,0.229271
24.045013,-23.050329,0.285978
25.039883,-22.981428,0.320192
-23.972773,-21.939573,0.356941
-24.947756,-21.993927,0.333932
-23.023582,-21.924135,0.354572
-22.029959,-21.937832,0.289991
-21.028435,-21.928864,0.243733
-19.983837,-21.886507,0.143399
-18.877142,-21.880287,0.114143
-17.815645,-21.88859,0.130045
-16.755774,-21.916245,0.123439
-15.682853,-21.948051,0.15212
-14.68139,-21.934572,0.219149
-13.708523,-21.924135,0.20906
-12.685431,-21.90909,0.163664
-11.635175,-21.882984,0.15125
